"cnty_fips","display_name","Value","theme_range"
38017,"""Cass, (ND)""",313.4,"93.8 - 378.0 (645)"
38019,"""Cavalier, (ND)""",364.4,"93.8 - 378.0 (645)"
38021,"""Dickey, (ND)""",384.6,"378.1 - 427.2 (645)"
38023,"""Divide, (ND)""",388.4,"378.1 - 427.2 (645)"
38025,"""Dunn, (ND)""",393,"378.1 - 427.2 (645)"
38027,"""Eddy, (ND)""",456,"427.3 - 473.8 (643)"
38029,"""Emmons, (ND)""",389.8,"378.1 - 427.2 (645)"
38031,"""Foster, (ND)""",427.9,"427.3 - 473.8 (643)"
38033,"""Golden Valley, (ND)""",398.5,"378.1 - 427.2 (645)"
38035,"""Grand Forks, (ND)""",384.8,"378.1 - 427.2 (645)"
38037,"""Grant, (ND)""",374.1,"93.8 - 378.0 (645)"
38039,"""Griggs, (ND)""",419.4,"378.1 - 427.2 (645)"
38041,"""Hettinger, (ND)""",336.5,"93.8 - 378.0 (645)"
38043,"""Kidder, (ND)""",358.6,"93.8 - 378.0 (645)"
38045,"""LaMoure, (ND)""",354.9,"93.8 - 378.0 (645)"
38047,"""Logan, (ND)""",398.5,"378.1 - 427.2 (645)"
38049,"""McHenry, (ND)""",368,"93.8 - 378.0 (645)"
38051,"""McIntosh, (ND)""",357.7,"93.8 - 378.0 (645)"
38053,"""McKenzie, (ND)""",455.1,"427.3 - 473.8 (643)"
38055,"""McLean, (ND)""",342.5,"93.8 - 378.0 (645)"
38057,"""Mercer, (ND)""",379.5,"378.1 - 427.2 (645)"
38059,"""Morton, (ND)""",457,"427.3 - 473.8 (643)"
38061,"""Mountrail, (ND)""",659.9,"541.3 - 1028.0 (641)"
38063,"""Nelson, (ND)""",414,"378.1 - 427.2 (645)"
38065,"""Oliver, (ND)""",342.2,"93.8 - 378.0 (645)"
38067,"""Pembina, (ND)""",356.1,"93.8 - 378.0 (645)"
38069,"""Pierce, (ND)""",419.2,"378.1 - 427.2 (645)"
38071,"""Ramsey, (ND)""",432,"427.3 - 473.8 (643)"
38073,"""Ransom, (ND)""",396.7,"378.1 - 427.2 (645)"
38075,"""Renville, (ND)""",378.6,"378.1 - 427.2 (645)"
38077,"""Richland, (ND)""",362.4,"93.8 - 378.0 (645)"
38079,"""Rolette, (ND)""",478.8,"473.9 - 541.2 (647)"
38081,"""Sargent, (ND)""",390.4,"378.1 - 427.2 (645)"
38083,"""Sheridan, (ND)""",345.5,"93.8 - 378.0 (645)"
38085,"""Sioux, (ND)""",649.5,"541.3 - 1028.0 (641)"
38087,"""Slope, (ND)""",346.4,"93.8 - 378.0 (645)"
38089,"""Stark, (ND)""",359.4,"93.8 - 378.0 (645)"
38091,"""Steele, (ND)""",342,"93.8 - 378.0 (645)"
38093,"""Stutsman, (ND)""",391.8,"378.1 - 427.2 (645)"
38095,"""Towner, (ND)""",399.1,"378.1 - 427.2 (645)"
38097,"""Traill, (ND)""",345.9,"93.8 - 378.0 (645)"
38099,"""Walsh, (ND)""",387.9,"378.1 - 427.2 (645)"
38101,"""Ward, (ND)""",324.9,"93.8 - 378.0 (645)"
38103,"""Wells, (ND)""",418.1,"378.1 - 427.2 (645)"
38105,"""Williams, (ND)""",413.2,"378.1 - 427.2 (645)"
41001,"""Baker, (OR)""",396,"378.1 - 427.2 (645)"
41049,"""Morrow, (OR)""",363,"93.8 - 378.0 (645)"
41059,"""Umatilla, (OR)""",370.7,"93.8 - 378.0 (645)"
41061,"""Union, (OR)""",374.7,"93.8 - 378.0 (645)"
41063,"""Wallowa, (OR)""",388,"378.1 - 427.2 (645)"
46013,"""Brown, (SD)""",384.7,"378.1 - 427.2 (645)"
46019,"""Butte, (SD)""",363.9,"93.8 - 378.0 (645)"
46021,"""Campbell, (SD)""",339.5,"93.8 - 378.0 (645)"
46025,"""Clark, (SD)""",369.4,"93.8 - 378.0 (645)"
46029,"""Codington, (SD)""",384,"378.1 - 427.2 (645)"
46031,"""Corson, (SD)""",678.1,"541.3 - 1028.0 (641)"
46037,"""Day, (SD)""",392.4,"378.1 - 427.2 (645)"
46039,"""Deuel, (SD)""",373.5,"93.8 - 378.0 (645)"
46041,"""Dewey, (SD)""",398.4,"378.1 - 427.2 (645)"
46045,"""Edmunds, (SD)""",378.9,"378.1 - 427.2 (645)"
46049,"""Faulk, (SD)""",393.3,"378.1 - 427.2 (645)"
46051,"""Grant, (SD)""",393.2,"378.1 - 427.2 (645)"
46057,"""Hamlin, (SD)""",372.9,"93.8 - 378.0 (645)"
46063,"""Harding, (SD)""",415,"378.1 - 427.2 (645)"
46089,"""McPherson, (SD)""",375.4,"93.8 - 378.0 (645)"
46091,"""Marshall, (SD)""",386.7,"378.1 - 427.2 (645)"
46105,"""Perkins, (SD)""",413.5,"378.1 - 427.2 (645)"
46107,"""Potter, (SD)""",352.5,"93.8 - 378.0 (645)"
46109,"""Roberts, (SD)""",402.1,"378.1 - 427.2 (645)"
46115,"""Spink, (SD)""",387.2,"378.1 - 427.2 (645)"
46119,"""Sully, (SD)""",338,"93.8 - 378.0 (645)"
46129,"""Walworth, (SD)""",352.2,"93.8 - 378.0 (645)"
46137,"""Ziebach, (SD)""",334.5,"93.8 - 378.0 (645)"
53001,"""Adams, (WA)""",393.1,"378.1 - 427.2 (645)"
53003,"""Asotin, (WA)""",414.3,"378.1 - 427.2 (645)"
53005,"""Benton, (WA)""",374.8,"93.8 - 378.0 (645)"
53013,"""Columbia, (WA)""",360.3,"93.8 - 378.0 (645)"
53017,"""Douglas, (WA)""",339.8,"93.8 - 378.0 (645)"
53019,"""Ferry, (WA)""",398.2,"378.1 - 427.2 (645)"
53021,"""Franklin, (WA)""",354.3,"93.8 - 378.0 (645)"
53023,"""Garfield, (WA)""",394.5,"378.1 - 427.2 (645)"
53025,"""Grant, (WA)""",428,"427.3 - 473.8 (643)"
53043,"""Lincoln, (WA)""",385.9,"378.1 - 427.2 (645)"
53051,"""Pend Oreille, (WA)""",373.7,"93.8 - 378.0 (645)"
53063,"""Spokane, (WA)""",371.4,"93.8 - 378.0 (645)"
53065,"""Stevens, (WA)""",376,"93.8 - 378.0 (645)"
53071,"""Walla Walla, (WA)""",361.9,"93.8 - 378.0 (645)"
53075,"""Whitman, (WA)""",388.5,"378.1 - 427.2 (645)"
56033,"""Sheridan, (WY)""",416.8,"378.1 - 427.2 (645)"
01003,"""Baldwin, (AL)""",470,"427.3 - 473.8 (643)"
01005,"""Barbour, (AL)""",588.3,"541.3 - 1028.0 (641)"
01011,"""Bullock, (AL)""",588.6,"541.3 - 1028.0 (641)"
01013,"""Butler, (AL)""",634.2,"541.3 - 1028.0 (641)"
01023,"""Choctaw, (AL)""",698.4,"541.3 - 1028.0 (641)"
01025,"""Clarke, (AL)""",572.5,"541.3 - 1028.0 (641)"
01031,"""Coffee, (AL)""",593.4,"541.3 - 1028.0 (641)"
01035,"""Conecuh, (AL)""",622.4,"541.3 - 1028.0 (641)"
01039,"""Covington, (AL)""",640.9,"541.3 - 1028.0 (641)"
01041,"""Crenshaw, (AL)""",600.3,"541.3 - 1028.0 (641)"
01045,"""Dale, (AL)""",578.5,"541.3 - 1028.0 (641)"
01053,"""Escambia, (AL)""",591.5,"541.3 - 1028.0 (641)"
01061,"""Geneva, (AL)""",586.3,"541.3 - 1028.0 (641)"
01067,"""Henry, (AL)""",562.4,"541.3 - 1028.0 (641)"
01069,"""Houston, (AL)""",577.1,"541.3 - 1028.0 (641)"
01097,"""Mobile, (AL)""",572.8,"541.3 - 1028.0 (641)"
01099,"""Monroe, (AL)""",579.6,"541.3 - 1028.0 (641)"
01109,"""Pike, (AL)""",545.7,"541.3 - 1028.0 (641)"
01129,"""Washington, (AL)""",556.5,"541.3 - 1028.0 (641)"
01131,"""Wilcox, (AL)""",699.9,"541.3 - 1028.0 (641)"
12001,"""Alachua, (FL)""",347.9,"93.8 - 378.0 (645)"
12003,"""Baker, (FL)""",495,"473.9 - 541.2 (647)"
12005,"""Bay, (FL)""",481.9,"473.9 - 541.2 (647)"
12007,"""Bradford, (FL)""",459.2,"427.3 - 473.8 (643)"
12009,"""Brevard, (FL)""",428.7,"427.3 - 473.8 (643)"
12013,"""Calhoun, (FL)""",488.7,"473.9 - 541.2 (647)"
12015,"""Charlotte, (FL)""",311.2,"93.8 - 378.0 (645)"
12017,"""Citrus, (FL)""",563,"541.3 - 1028.0 (641)"
12019,"""Clay, (FL)""",411.6,"378.1 - 427.2 (645)"
12021,"""Collier, (FL)""",254.3,"93.8 - 378.0 (645)"
12023,"""Columbia, (FL)""",465.9,"427.3 - 473.8 (643)"
12027,"""DeSoto, (FL)""",331.7,"93.8 - 378.0 (645)"
12029,"""Dixie, (FL)""",460.1,"427.3 - 473.8 (643)"
12031,"""Duval, (FL)""",458,"427.3 - 473.8 (643)"
12033,"""Escambia, (FL)""",476.2,"473.9 - 541.2 (647)"
12035,"""Flagler, (FL)""",390.5,"378.1 - 427.2 (645)"
12037,"""Franklin, (FL)""",464.5,"427.3 - 473.8 (643)"
12039,"""Gadsden, (FL)""",430.8,"427.3 - 473.8 (643)"
12041,"""Gilchrist, (FL)""",389.6,"378.1 - 427.2 (645)"
12043,"""Glades, (FL)""",318.5,"93.8 - 378.0 (645)"
12045,"""Gulf, (FL)""",483.3,"473.9 - 541.2 (647)"
12047,"""Hamilton, (FL)""",520.2,"473.9 - 541.2 (647)"
12049,"""Hardee, (FL)""",396.6,"378.1 - 427.2 (645)"
12051,"""Hendry, (FL)""",455.9,"427.3 - 473.8 (643)"
12053,"""Hernando, (FL)""",437.1,"427.3 - 473.8 (643)"
12055,"""Highlands, (FL)""",395,"378.1 - 427.2 (645)"
12057,"""Hillsborough, (FL)""",403.6,"378.1 - 427.2 (645)"
12059,"""Holmes, (FL)""",564.9,"541.3 - 1028.0 (641)"
12061,"""Indian River, (FL)""",326.4,"93.8 - 378.0 (645)"
12063,"""Jackson, (FL)""",522.3,"473.9 - 541.2 (647)"
12065,"""Jefferson, (FL)""",463.7,"427.3 - 473.8 (643)"
12067,"""Lafayette, (FL)""",477.8,"473.9 - 541.2 (647)"
12069,"""Lake, (FL)""",385.5,"378.1 - 427.2 (645)"
12071,"""Lee, (FL)""",299.7,"93.8 - 378.0 (645)"
12073,"""Leon, (FL)""",384.7,"378.1 - 427.2 (645)"
12075,"""Levy, (FL)""",478.8,"473.9 - 541.2 (647)"
12077,"""Liberty, (FL)""",492.4,"473.9 - 541.2 (647)"
12079,"""Madison, (FL)""",528.1,"473.9 - 541.2 (647)"
12081,"""Manatee, (FL)""",326.2,"93.8 - 378.0 (645)"
12083,"""Marion, (FL)""",476.2,"473.9 - 541.2 (647)"
12087,"""Monroe, (FL)""",361.8,"93.8 - 378.0 (645)"
12089,"""Nassau, (FL)""",424.1,"378.1 - 427.2 (645)"
12091,"""Okaloosa, (FL)""",403.9,"378.1 - 427.2 (645)"
12093,"""Okeechobee, (FL)""",484,"473.9 - 541.2 (647)"
12095,"""Orange, (FL)""",408.2,"378.1 - 427.2 (645)"
12097,"""Osceola, (FL)""",431.5,"427.3 - 473.8 (643)"
12101,"""Pasco, (FL)""",395.7,"378.1 - 427.2 (645)"
12103,"""Pinellas, (FL)""",353.2,"93.8 - 378.0 (645)"
12105,"""Polk, (FL)""",426.4,"378.1 - 427.2 (645)"
12107,"""Putnam, (FL)""",433.7,"427.3 - 473.8 (643)"
12109,"""St. Johns, (FL)""",304.3,"93.8 - 378.0 (645)"
12113,"""Santa Rosa, (FL)""",441.1,"427.3 - 473.8 (643)"
12115,"""Sarasota, (FL)""",281.2,"93.8 - 378.0 (645)"
12117,"""Seminole, (FL)""",393.6,"378.1 - 427.2 (645)"
12119,"""Sumter, (FL)""",336.2,"93.8 - 378.0 (645)"
12121,"""Suwannee, (FL)""",495.6,"473.9 - 541.2 (647)"
12123,"""Taylor, (FL)""",492.7,"473.9 - 541.2 (647)"
12125,"""Union, (FL)""",671.1,"541.3 - 1028.0 (641)"
12127,"""Volusia, (FL)""",469.3,"427.3 - 473.8 (643)"
12129,"""Wakulla, (FL)""",455.9,"427.3 - 473.8 (643)"
12131,"""Walton, (FL)""",412.8,"378.1 - 427.2 (645)"
12133,"""Washington, (FL)""",641.2,"541.3 - 1028.0 (641)"
13001,"""Appling, (GA)""",612.5,"541.3 - 1028.0 (641)"
13003,"""Atkinson, (GA)""",583.9,"541.3 - 1028.0 (641)"
13005,"""Bacon, (GA)""",701.1,"541.3 - 1028.0 (641)"
13007,"""Baker, (GA)""",547.2,"541.3 - 1028.0 (641)"
13017,"""Ben Hill, (GA)""",624.5,"541.3 - 1028.0 (641)"
13019,"""Berrien, (GA)""",568,"541.3 - 1028.0 (641)"
13025,"""Brantley, (GA)""",528,"473.9 - 541.2 (647)"
13027,"""Brooks, (GA)""",536.5,"473.9 - 541.2 (647)"
13029,"""Bryan, (GA)""",470.9,"427.3 - 473.8 (643)"
13037,"""Calhoun, (GA)""",545.8,"541.3 - 1028.0 (641)"
13039,"""Camden, (GA)""",499.9,"473.9 - 541.2 (647)"
13049,"""Charlton, (GA)""",423.6,"378.1 - 427.2 (645)"
13051,"""Chatham, (GA)""",456.9,"427.3 - 473.8 (643)"
13061,"""Clay, (GA)""",566.5,"541.3 - 1028.0 (641)"
13065,"""Clinch, (GA)""",740.6,"541.3 - 1028.0 (641)"
13069,"""Coffee, (GA)""",604.3,"541.3 - 1028.0 (641)"
13071,"""Colquitt, (GA)""",513.6,"473.9 - 541.2 (647)"
13075,"""Cook, (GA)""",554.3,"541.3 - 1028.0 (641)"
13081,"""Crisp, (GA)""",472.2,"427.3 - 473.8 (643)"
13087,"""Decatur, (GA)""",582.8,"541.3 - 1028.0 (641)"
13095,"""Dougherty, (GA)""",493.6,"473.9 - 541.2 (647)"
13099,"""Early, (GA)""",586.2,"541.3 - 1028.0 (641)"
13101,"""Echols, (GA)""",465,"427.3 - 473.8 (643)"
13127,"""Glynn, (GA)""",449,"427.3 - 473.8 (643)"
13131,"""Grady, (GA)""",500,"473.9 - 541.2 (647)"
13155,"""Irwin, (GA)""",592.4,"541.3 - 1028.0 (641)"
13161,"""Jeff Davis, (GA)""",695.2,"541.3 - 1028.0 (641)"
13173,"""Lanier, (GA)""",507.9,"473.9 - 541.2 (647)"
13177,"""Lee, (GA)""",475.4,"473.9 - 541.2 (647)"
13179,"""Liberty, (GA)""",459.5,"427.3 - 473.8 (643)"
13183,"""Long, (GA)""",423,"378.1 - 427.2 (645)"
13185,"""Lowndes, (GA)""",551.4,"541.3 - 1028.0 (641)"
13191,"""McIntosh, (GA)""",410.3,"378.1 - 427.2 (645)"
13201,"""Miller, (GA)""",626,"541.3 - 1028.0 (641)"
13205,"""Mitchell, (GA)""",543.5,"541.3 - 1028.0 (641)"
13229,"""Pierce, (GA)""",552.3,"541.3 - 1028.0 (641)"
13239,"""Quitman, (GA)""",546.9,"541.3 - 1028.0 (641)"
13243,"""Randolph, (GA)""",542.7,"541.3 - 1028.0 (641)"
13253,"""Seminole, (GA)""",584.6,"541.3 - 1028.0 (641)"
13259,"""Stewart, (GA)""",559.3,"541.3 - 1028.0 (641)"
13261,"""Sumter, (GA)""",584.2,"541.3 - 1028.0 (641)"
13267,"""Tattnall, (GA)""",599.4,"541.3 - 1028.0 (641)"
13271,"""Telfair, (GA)""",414.4,"378.1 - 427.2 (645)"
13273,"""Terrell, (GA)""",476.7,"473.9 - 541.2 (647)"
13275,"""Thomas, (GA)""",489.5,"473.9 - 541.2 (647)"
13277,"""Tift, (GA)""",567.5,"541.3 - 1028.0 (641)"
13287,"""Turner, (GA)""",534.4,"473.9 - 541.2 (647)"
13299,"""Ware, (GA)""",585.2,"541.3 - 1028.0 (641)"
13305,"""Wayne, (GA)""",536.5,"473.9 - 541.2 (647)"
13307,"""Webster, (GA)""",515.3,"473.9 - 541.2 (647)"
13309,"""Wheeler, (GA)""",438.9,"427.3 - 473.8 (643)"
13315,"""Wilcox, (GA)""",485.7,"473.9 - 541.2 (647)"
13321,"""Worth, (GA)""",471.5,"427.3 - 473.8 (643)"
22001,"""Acadia, (LA)""",581.7,"541.3 - 1028.0 (641)"
22003,"""Allen, (LA)""",600.6,"541.3 - 1028.0 (641)"
22005,"""Ascension, (LA)""",488.1,"473.9 - 541.2 (647)"
22007,"""Assumption, (LA)""",512.1,"473.9 - 541.2 (647)"
22009,"""Avoyelles, (LA)""",673.9,"541.3 - 1028.0 (641)"
22011,"""Beauregard, (LA)""",677.3,"541.3 - 1028.0 (641)"
22019,"""Calcasieu, (LA)""",711,"541.3 - 1028.0 (641)"
22021,"""Caldwell, (LA)""",796.7,"541.3 - 1028.0 (641)"
22023,"""Cameron, (LA)""",638.3,"541.3 - 1028.0 (641)"
22025,"""Catahoula, (LA)""",772.4,"541.3 - 1028.0 (641)"
22029,"""Concordia, (LA)""",623.9,"541.3 - 1028.0 (641)"
22033,"""East Baton Rouge, (LA)""",507.8,"473.9 - 541.2 (647)"
22037,"""East Feliciana, (LA)""",658.5,"541.3 - 1028.0 (641)"
22039,"""Evangeline, (LA)""",599.4,"541.3 - 1028.0 (641)"
22043,"""Grant, (LA)""",572.5,"541.3 - 1028.0 (641)"
22045,"""Iberia, (LA)""",633.5,"541.3 - 1028.0 (641)"
22047,"""Iberville, (LA)""",488.6,"473.9 - 541.2 (647)"
22051,"""Jefferson, (LA)""",447.4,"427.3 - 473.8 (643)"
22053,"""Jefferson Davis, (LA)""",678.4,"541.3 - 1028.0 (641)"
22055,"""Lafayette, (LA)""",486.2,"473.9 - 541.2 (647)"
22057,"""Lafourche, (LA)""",451.4,"427.3 - 473.8 (643)"
22059,"""La Salle, (LA)""",520.5,"473.9 - 541.2 (647)"
22063,"""Livingston, (LA)""",493.4,"473.9 - 541.2 (647)"
22069,"""Natchitoches, (LA)""",582,"541.3 - 1028.0 (641)"
22071,"""Orleans, (LA)""",469.7,"427.3 - 473.8 (643)"
22075,"""Plaquemines, (LA)""",454,"427.3 - 473.8 (643)"
22077,"""Pointe Coupee, (LA)""",597.3,"541.3 - 1028.0 (641)"
22079,"""Rapides, (LA)""",673.7,"541.3 - 1028.0 (641)"
22081,"""Red River, (LA)""",496.1,"473.9 - 541.2 (647)"
22085,"""Sabine, (LA)""",520.1,"473.9 - 541.2 (647)"
22087,"""St. Bernard, (LA)""",478.5,"473.9 - 541.2 (647)"
22089,"""St. Charles, (LA)""",470.3,"427.3 - 473.8 (643)"
22091,"""St. Helena, (LA)""",492.6,"473.9 - 541.2 (647)"
22093,"""St. James, (LA)""",488.9,"473.9 - 541.2 (647)"
22095,"""St. John the Baptist, (LA)""",579.5,"541.3 - 1028.0 (641)"
22097,"""St. Landry, (LA)""",678.4,"541.3 - 1028.0 (641)"
22099,"""St. Martin, (LA)""",579.2,"541.3 - 1028.0 (641)"
22101,"""St. Mary, (LA)""",521.8,"473.9 - 541.2 (647)"
22103,"""St. Tammany, (LA)""",421.8,"378.1 - 427.2 (645)"
22105,"""Tangipahoa, (LA)""",577.9,"541.3 - 1028.0 (641)"
22107,"""Tensas, (LA)""",709.5,"541.3 - 1028.0 (641)"
22109,"""Terrebonne, (LA)""",510.3,"473.9 - 541.2 (647)"
22113,"""Vermilion, (LA)""",647.8,"541.3 - 1028.0 (641)"
22115,"""Vernon, (LA)""",652.9,"541.3 - 1028.0 (641)"
22117,"""Washington, (LA)""",576.4,"541.3 - 1028.0 (641)"
22121,"""West Baton Rouge, (LA)""",448.2,"427.3 - 473.8 (643)"
22125,"""West Feliciana, (LA)""",423.8,"378.1 - 427.2 (645)"
22127,"""Winn, (LA)""",650.8,"541.3 - 1028.0 (641)"
28001,"""Adams, (MS)""",504.9,"473.9 - 541.2 (647)"
28005,"""Amite, (MS)""",631.3,"541.3 - 1028.0 (641)"
28021,"""Claiborne, (MS)""",662.6,"541.3 - 1028.0 (641)"
28023,"""Clarke, (MS)""",740.8,"541.3 - 1028.0 (641)"
28029,"""Copiah, (MS)""",632.7,"541.3 - 1028.0 (641)"
28031,"""Covington, (MS)""",695.8,"541.3 - 1028.0 (641)"
28035,"""Forrest, (MS)""",577.6,"541.3 - 1028.0 (641)"
28037,"""Franklin, (MS)""",565.2,"541.3 - 1028.0 (641)"
28039,"""George, (MS)""",663.6,"541.3 - 1028.0 (641)"
28041,"""Greene, (MS)""",660.1,"541.3 - 1028.0 (641)"
28045,"""Hancock, (MS)""",511,"473.9 - 541.2 (647)"
28047,"""Harrison, (MS)""",615.5,"541.3 - 1028.0 (641)"
28059,"""Jackson, (MS)""",527.1,"473.9 - 541.2 (647)"
28061,"""Jasper, (MS)""",612.9,"541.3 - 1028.0 (641)"
28063,"""Jefferson, (MS)""",689.5,"541.3 - 1028.0 (641)"
28065,"""Jefferson Davis, (MS)""",589.3,"541.3 - 1028.0 (641)"
28067,"""Jones, (MS)""",577.7,"541.3 - 1028.0 (641)"
28073,"""Lamar, (MS)""",473.4,"427.3 - 473.8 (643)"
28077,"""Lawrence, (MS)""",683.8,"541.3 - 1028.0 (641)"
28085,"""Lincoln, (MS)""",644.6,"541.3 - 1028.0 (641)"
28091,"""Marion, (MS)""",561.7,"541.3 - 1028.0 (641)"
28109,"""Pearl River, (MS)""",541,"473.9 - 541.2 (647)"
28111,"""Perry, (MS)""",511,"473.9 - 541.2 (647)"
28113,"""Pike, (MS)""",687.5,"541.3 - 1028.0 (641)"
28127,"""Simpson, (MS)""",578.9,"541.3 - 1028.0 (641)"
28129,"""Smith, (MS)""",489.5,"473.9 - 541.2 (647)"
28131,"""Stone, (MS)""",594.8,"541.3 - 1028.0 (641)"
28147,"""Walthall, (MS)""",644.1,"541.3 - 1028.0 (641)"
28153,"""Wayne, (MS)""",614,"541.3 - 1028.0 (641)"
28157,"""Wilkinson, (MS)""",703,"541.3 - 1028.0 (641)"
01007,"""Bibb, (AL)""",615.6,"541.3 - 1028.0 (641)"
01033,"""Colbert, (AL)""",566.2,"541.3 - 1028.0 (641)"
01057,"""Fayette, (AL)""",670.1,"541.3 - 1028.0 (641)"
01059,"""Franklin, (AL)""",611.2,"541.3 - 1028.0 (641)"
01063,"""Greene, (AL)""",624.1,"541.3 - 1028.0 (641)"
01065,"""Hale, (AL)""",632.6,"541.3 - 1028.0 (641)"
01075,"""Lamar, (AL)""",547.5,"541.3 - 1028.0 (641)"
01077,"""Lauderdale, (AL)""",523.4,"473.9 - 541.2 (647)"
01079,"""Lawrence, (AL)""",603.7,"541.3 - 1028.0 (641)"
01091,"""Marengo, (AL)""",736.9,"541.3 - 1028.0 (641)"
01093,"""Marion, (AL)""",663.4,"541.3 - 1028.0 (641)"
01105,"""Perry, (AL)""",635.4,"541.3 - 1028.0 (641)"
01107,"""Pickens, (AL)""",563.5,"541.3 - 1028.0 (641)"
01119,"""Sumter, (AL)""",600.9,"541.3 - 1028.0 (641)"
01125,"""Tuscaloosa, (AL)""",565.8,"541.3 - 1028.0 (641)"
01127,"""Walker, (AL)""",900.2,"541.3 - 1028.0 (641)"
01133,"""Winston, (AL)""",579.4,"541.3 - 1028.0 (641)"
05001,"""Arkansas, (AR)""",653.3,"541.3 - 1028.0 (641)"
05003,"""Ashley, (AR)""",578.5,"541.3 - 1028.0 (641)"
05005,"""Baxter, (AR)""",421.7,"378.1 - 427.2 (645)"
05009,"""Boone, (AR)""",612.5,"541.3 - 1028.0 (641)"
05011,"""Bradley, (AR)""",654.1,"541.3 - 1028.0 (641)"
05013,"""Calhoun, (AR)""",607.8,"541.3 - 1028.0 (641)"
05015,"""Carroll, (AR)""",550.9,"541.3 - 1028.0 (641)"
05017,"""Chicot, (AR)""",619.7,"541.3 - 1028.0 (641)"
05019,"""Clark, (AR)""",566.7,"541.3 - 1028.0 (641)"
05021,"""Clay, (AR)""",601.8,"541.3 - 1028.0 (641)"
05023,"""Cleburne, (AR)""",437.5,"427.3 - 473.8 (643)"
05025,"""Cleveland, (AR)""",588.3,"541.3 - 1028.0 (641)"
05027,"""Columbia, (AR)""",605.4,"541.3 - 1028.0 (641)"
05029,"""Conway, (AR)""",573.1,"541.3 - 1028.0 (641)"
05031,"""Craighead, (AR)""",569,"541.3 - 1028.0 (641)"
05035,"""Crittenden, (AR)""",529.1,"473.9 - 541.2 (647)"
05037,"""Cross, (AR)""",594.3,"541.3 - 1028.0 (641)"
05039,"""Dallas, (AR)""",566.1,"541.3 - 1028.0 (641)"
05041,"""Desha, (AR)""",958.7,"541.3 - 1028.0 (641)"
05043,"""Drew, (AR)""",540.2,"473.9 - 541.2 (647)"
05045,"""Faulkner, (AR)""",480.5,"473.9 - 541.2 (647)"
05049,"""Fulton, (AR)""",501,"473.9 - 541.2 (647)"
05051,"""Garland, (AR)""",563.8,"541.3 - 1028.0 (641)"
05053,"""Grant, (AR)""",532,"473.9 - 541.2 (647)"
05055,"""Greene, (AR)""",555.8,"541.3 - 1028.0 (641)"
05059,"""Hot Spring, (AR)""",539.3,"473.9 - 541.2 (647)"
05063,"""Independence, (AR)""",631.3,"541.3 - 1028.0 (641)"
05065,"""Izard, (AR)""",476.1,"473.9 - 541.2 (647)"
05067,"""Jackson, (AR)""",587.6,"541.3 - 1028.0 (641)"
05069,"""Jefferson, (AR)""",643.4,"541.3 - 1028.0 (641)"
05071,"""Johnson, (AR)""",547.9,"541.3 - 1028.0 (641)"
05073,"""Lafayette, (AR)""",597.8,"541.3 - 1028.0 (641)"
05075,"""Lawrence, (AR)""",569,"541.3 - 1028.0 (641)"
05077,"""Lee, (AR)""",594.6,"541.3 - 1028.0 (641)"
05079,"""Lincoln, (AR)""",636.5,"541.3 - 1028.0 (641)"
05085,"""Lonoke, (AR)""",497.3,"473.9 - 541.2 (647)"
05089,"""Marion, (AR)""",575.6,"541.3 - 1028.0 (641)"
05093,"""Mississippi, (AR)""",672.1,"541.3 - 1028.0 (641)"
05095,"""Monroe, (AR)""",734.5,"541.3 - 1028.0 (641)"
05097,"""Montgomery, (AR)""",543.2,"541.3 - 1028.0 (641)"
05099,"""Nevada, (AR)""",618.4,"541.3 - 1028.0 (641)"
05101,"""Newton, (AR)""",582.2,"541.3 - 1028.0 (641)"
05103,"""Ouachita, (AR)""",590.8,"541.3 - 1028.0 (641)"
05105,"""Perry, (AR)""",516.3,"473.9 - 541.2 (647)"
05107,"""Phillips, (AR)""",532.1,"473.9 - 541.2 (647)"
05109,"""Pike, (AR)""",604,"541.3 - 1028.0 (641)"
05111,"""Poinsett, (AR)""",674.2,"541.3 - 1028.0 (641)"
05115,"""Pope, (AR)""",504.1,"473.9 - 541.2 (647)"
05117,"""Prairie, (AR)""",526.6,"473.9 - 541.2 (647)"
05119,"""Pulaski, (AR)""",499.6,"473.9 - 541.2 (647)"
05121,"""Randolph, (AR)""",567.2,"541.3 - 1028.0 (641)"
05123,"""St. Francis, (AR)""",643,"541.3 - 1028.0 (641)"
05125,"""Saline, (AR)""",461.2,"427.3 - 473.8 (643)"
05129,"""Searcy, (AR)""",504.1,"473.9 - 541.2 (647)"
05135,"""Sharp, (AR)""",565.2,"541.3 - 1028.0 (641)"
05137,"""Stone, (AR)""",415.3,"378.1 - 427.2 (645)"
05139,"""Union, (AR)""",585.3,"541.3 - 1028.0 (641)"
05141,"""Van Buren, (AR)""",472.9,"427.3 - 473.8 (643)"
05145,"""White, (AR)""",612.8,"541.3 - 1028.0 (641)"
05147,"""Woodruff, (AR)""",641.4,"541.3 - 1028.0 (641)"
05149,"""Yell, (AR)""",573.9,"541.3 - 1028.0 (641)"
17003,"""Alexander, (IL)""",562.1,"541.3 - 1028.0 (641)"
17055,"""Franklin, (IL)""",445.8,"427.3 - 473.8 (643)"
17059,"""Gallatin, (IL)""",568.1,"541.3 - 1028.0 (641)"
17065,"""Hamilton, (IL)""",493.9,"473.9 - 541.2 (647)"
17069,"""Hardin, (IL)""",593.3,"541.3 - 1028.0 (641)"
